supplier_id,suplier_name,service_zips,product_categories,customer_satisfaction_score,can_mail_order?
SUP-0382,Allied Homecare Source #382,77086-77146,blood pressure monitor,6.5,n
SUP-0383,QuickMed Ortho LLC #383,"2111, 10173, 10259, 10269, 60636, 60801, 77020, 77171, 77208, 77283, 90088, 90146","ankle brace, back brace, traction device",7.1,n
SUP-0384,FirstChoice Wellness Network #384,60881-60947,walker,5.6,n
SUP-0385,Elite Mobility Express #385,90159-90213,"blood pressure monitor, knee scooter, crutches",6.1,y
SUP-0386,National Medical Co #386,77177-77223,"walker, nebulizer",6.8,n
SUP-0387,National Devices Group #387,90192-90226,"hospital bed, cpap, commode, walker, wheelchair",7.0,n
SUP-0388,Metro Solutions LLC #388,"2262, 77258, 77285, 90060, 90207, 90226","cpm machine, ice machine, compression stockings, blood pressure monitor, commode, cervical collar, crutches, cane, knee scooter, patient lift",6.5,y
SUP-0389,Home Medical Express #389,00100-99999,"cpm machine, cervical collar, knee scooter, ankle brace, cpap, blood pressure monitor, walker, tens unit, nebulizer, cane, commode, compression stockings, patient lift, shower chair, ice machine",5.3,n
SUP-0390,Pacific Health Network #390,77029-77073,"patient lift, nebulizer, commode, compression stockings, cpm machine, hospital bed",8.8,y
SUP-0391,ProCare Supply Source #391,"77236-77252, 90168, 77128, 2172, 60799, 90200","commode, tens unit, back brace, patient lift, oxygen, cane, cpm machine, nebulizer, crutches, rollator, wheelchair, ankle brace, glucose meter, knee scooter, traction device, heating pad",8.8,y
SUP-0392,Life Ortho Corp #392,2225-2236,"walker, nebulizer, shower chair, cervical collar, heating pad, blood pressure monitor, cpap, commode, wheelchair, back brace, glucose meter, crutches, oxygen, ice machine, ankle brace, hospital bed, traction device, patient lift, knee scooter, tens unit",7.8,n
SUP-0393,Atlantic Ortho Plus #393,10194-10249,"back brace, nebulizer, knee scooter, patient lift, crutches, tens unit, walker, compression stockings",7.8,n
SUP-0394,Pacific Homecare Plus #394,"2124, 2133, 2291, 2313, 2339, 10002, 10142, 60608, 60754, 77019, 77030, 77241","hospital bed, commode, ankle brace, shower chair, heating pad, cpap, glucose meter, blood pressure monitor, wheelchair, cane",5.1,n
SUP-0395,Pacific Mobility Depot #395,"2275, 10090, 10137, 90154","commode, back brace, compression stockings, cane, nebulizer, traction device, tens unit",no ratings yet,n
SUP-0396,Regional Products Plus #396,90132-90148,"ankle brace, compression stockings",7.0,n
SUP-0397,Med Wellness Center #397,60886-60949,"shower chair, cpm machine, oxygen, back brace, blood pressure monitor, crutches",no ratings yet,y
SUP-0398,QuickMed Health LLC #398,90198-90232,traction device,6.3,n
SUP-0399,Central Homecare LLC #399,90184-90280,"cane, commode, patient lift, hospital bed, oxygen",6.3,y
SUP-0400,Sunrise Wellness Partners #400,"90167-90200, 90101, 60884, 90291, 60665","patient lift, compression stockings, hospital bed, wheelchair, cpm machine, heating pad, knee scooter, tens unit, traction device, ankle brace",9.0,n
SUP-0401,National Medical Corp #401,"77162-77173, 2337, 2251, 2343","cane, back brace, knee scooter",6.8,y
SUP-0402,Atlantic Rehab Hub #402,"2369, 2372, 10159, 10189, 60618, 60821, 77147","commode, nebulizer, rollator, cane, shower chair, crutches, back brace, hospital bed, blood pressure monitor",8.2,n
SUP-0403,Central Mobility Network #403,"2277, 2309, 2360, 10024, 10085, 10111, 60627, 60656, 60786, 77008, 77166, 90038, 90099, 90103, 90141","cervical collar, back brace, traction device",6.4,y
SUP-0404,ProCare Ortho Hub #404,10114-10179,"cervical collar, glucose meter, blood pressure monitor, nebulizer, rollator",5.9,y
SUP-0405,Central Ortho Source #405,"2188, 2203, 2349, 60812, 77107","patient lift, shower chair, oxygen, cpap, tens unit, blood pressure monitor, cpm machine",6.7,y
SUP-0406,Elite Health LLC #406,2288-2342,heating pad,8.3,n
SUP-0407,Sunrise Prosthetics Center #407,"2106, 10092, 77110, 77180, 90208","cane, wheelchair",no ratings yet,n
SUP-0408,Home Prosthetics Network #408,10176-10274,"knee scooter, nebulizer, ankle brace, glucose meter, compression stockings, patient lift, shower chair, rollator",7.2,n
SUP-0409,Vital Wellness Hub #409,77010-77068,"cpm machine, commode",no ratings yet,y
SUP-0410,Sunrise Solutions Co #410,10035-10094,"cane, ankle brace, crutches, tens unit, hospital bed, cpap, shower chair, oxygen",8.1,n
SUP-0411,Vital Health Inc #411,"2207, 2288, 2352, 10045, 10082, 60627, 60686, 60808, 77208, 90264","heating pad, traction device, wheelchair, walker, crutches, cpap",7.8,n
SUP-0412,Allied Ortho Co #412,2116-2197,"cervical collar, glucose meter, hospital bed, wheelchair, blood pressure monitor, traction device, oxygen, cpap, ice machine, cane, crutches, shower chair, compression stockings, tens unit",6.1,y
SUP-0413,Home Devices Express #413,77071-77120,"cervical collar, ice machine, wheelchair, tens unit, rollator, commode, glucose meter, blood pressure monitor, cane, oxygen",8.6,n
SUP-0414,Care Ortho Partners #414,"2311-2340, 90109, 77262, 77013, 77086",commode,no ratings yet,n
SUP-0415,Sunrise Solutions Hub #415,77119-77158,"blood pressure monitor, walker, nebulizer, cervical collar, oxygen, traction device, heating pad, commode",6.2,y
SUP-0416,Health Mobility Center #416,"60812-60836, 77120, 10136",knee scooter,7.0,n
SUP-0417,Pacific Prosthetics Plus #417,"2308-2320, 60782, 90279, 60643, 60810, 90057","shower chair, patient lift, oxygen, tens unit, back brace, traction device, cane, knee scooter, rollator, ice machine, ankle brace, walker, cpm machine, heating pad, compression stockings, nebulizer, crutches, cervical collar, commode, glucose meter",4.1,n
SUP-0418,National Wellness Inc #418,"2129, 2153, 2229, 2262, 10112, 10186, 10232, 10292, 77070, 90128, 90218, 90284","cervical collar, hospital bed, ice machine, glucose meter, knee scooter, ankle brace, commode, shower chair, compression stockings, oxygen",8.2,y
SUP-0419,Life Homecare Source #419,"2124, 60746, 90103, 90251",walker,7.5,n
SUP-0420,Regional Therapeutics Direct #420,00100-99999,glucose meter,5.3,n
SUP-0421,Home Equipment Network #421,"2117, 10008, 10106, 10241, 10270, 60633, 60636, 60862, 77072, 77117, 77220, 77293, 90080, 90087, 90263",nebulizer,6.8,n
SUP-0422,Metro Supply Hub #422,2310-2376,shower chair,no ratings yet,n
SUP-0423,Allied Devices Depot #423,77026-77059,tens unit,7.0,y
SUP-0424,Health Products Hub #424,60770-60791,ice machine,7.6,n
SUP-0425,Sunrise Devices Center #425,2397-2453,"crutches, glucose meter, heating pad, hospital bed, blood pressure monitor, ice machine, patient lift, shower chair, wheelchair, cpap, oxygen, back brace",8.0,y
SUP-0426,QuickMed Mobility Express #426,"2374, 10120, 10224, 90058, 90093, 90299","nebulizer, wheelchair",10.0,y
SUP-0427,Sunrise Prosthetics Partners #427,"2212, 2220, 2223, 2268, 2356, 10266, 60727, 77070, 90063, 90081, 90099, 90298","walker, crutches, compression stockings, ankle brace, cane, tens unit, knee scooter",5.2,y
SUP-0428,Prime Ortho Hub #428,"2124-2155, 2351, 90110, 77136",compression stockings,7.0,y
SUP-0429,Vital Services Center #429,00100-99999,"hospital bed, rollator, shower chair, ankle brace, commode, compression stockings, glucose meter, patient lift",7.6,n
SUP-0430,FirstChoice Ortho Co #430,2180-2270,"knee scooter, ice machine, wheelchair, back brace",6.3,y
SUP-0431,Vital Medical Group #431,60782-60800,"ankle brace, glucose meter, hospital bed, tens unit, patient lift, commode, traction device, rollator, cane, ice machine, shower chair, knee scooter, cervical collar, oxygen, wheelchair",9.3,y
SUP-0432,Metro Services Plus #432,60711-60788,"heating pad, back brace",8.4,y
SUP-0433,FirstChoice Rehab Express #433,"2194, 2261, 2276, 10202, 10294, 60638, 60673, 90190","wheelchair, back brace, knee scooter, hospital bed, oxygen, cane, ankle brace, crutches, walker, glucose meter, ice machine, shower chair, nebulizer, commode",6.2,y
SUP-0434,QuickMed Ortho Depot #434,10296-10345,"glucose meter, compression stockings, walker, crutches, cpm machine, patient lift, wheelchair",6.4,y
SUP-0435,DME Medical Hub #435,10106-10185,"cpm machine, cervical collar, walker, crutches",5.9,y
SUP-0436,National Devices Partners #436,10067-10080,"cane, hospital bed",no ratings yet,n
SUP-0437,Life Homecare Hub #437,"2283-2312, 77107, 90265, 90178","knee scooter, rollator, cervical collar, blood pressure monitor, wheelchair, cane",6.1,n
SUP-0438,Metro Supply Inc #438,"90133-90166, 77077, 90237, 90167, 60679","knee scooter, nebulizer, ankle brace, blood pressure monitor, walker, cane, heating pad, shower chair",4.8,y
SUP-0439,Atlantic Devices Hub #439,"10220, 60670, 60833, 90267","crutches, patient lift",6.1,y
SUP-0440,Life Wellness Direct #440,"2365, 60703, 60885, 60894, 90015, 90226","commode, traction device, blood pressure monitor",6.4,n
SUP-0441,FirstChoice Health Hub #441,60885-60907,"crutches, hospital bed, blood pressure monitor, shower chair, cane, walker, glucose meter",6.7,n
SUP-0442,Elite Rehab Center #442,10076-10170,patient lift,6.4,n
SUP-0443,ProCare Supply Group #443,60754-60836,"ice machine, walker, heating pad, blood pressure monitor, rollator, ankle brace, oxygen, hospital bed",7.3,n
SUP-0444,Health Medical Source #444,60657-60703,"ice machine, walker, rollator, hospital bed, glucose meter, tens unit, traction device",6.6,n
SUP-0445,Life Wellness Inc #445,"10024, 10147, 10258, 10276, 60740, 60857, 77017, 77292, 90177","wheelchair, nebulizer, traction device, ice machine, cervical collar, blood pressure monitor, shower chair",5.6,n
SUP-0446,Sunrise Rehab Direct #446,2361-2425,"hospital bed, heating pad, cpap, commode, ice machine",7.8,n
SUP-0447,Metro Homecare Express #447,"2190, 2193, 2367, 2384, 2392, 10069, 10078, 10232, 60754, 60757, 90248","cervical collar, oxygen, cpm machine, knee scooter, walker, blood pressure monitor, shower chair, rollator, cpap, nebulizer, glucose meter, heating pad",5.9,n
SUP-0448,Elite Solutions Hub #448,"2133, 2164, 2253, 2299, 2379, 10023, 60681, 60865","crutches, commode, back brace, walker",5.0,n
SUP-0449,Elite Solutions Co #449,90087-90170,crutches,6.1,y
SUP-0450,QuickMed Health Network #450,60668-60756,"ankle brace, wheelchair, cane, shower chair",6.1,n
SUP-0451,Home Products Plus #451,"2197, 77072, 77185, 77237, 90240","glucose meter, blood pressure monitor, cervical collar, shower chair, traction device, nebulizer",5.7,n
SUP-0452,Life Supply Hub #452,60628-60720,"back brace, commode",7.8,n
SUP-0453,FirstChoice Homecare Center #453,"77195-77229, 77239, 10298, 2290, 60893",knee scooter,6.3,n
SUP-0454,DME Rehab Express #454,2240-2292,"cpm machine, tens unit",8.7,n
SUP-0455,Metro Homecare Depot #455,77267-77320,"glucose meter, patient lift, ankle brace, traction device, blood pressure monitor, tens unit, ice machine",no ratings yet,y
SUP-0456,ProCare Services Group #456,60699-60713,blood pressure monitor,no ratings yet,n
SUP-0457,Prime Devices Depot #457,"10177, 10267, 60772, 90043","commode, cane, wheelchair, cpm machine, crutches, knee scooter, blood pressure monitor, rollator, tens unit, hospital bed",9.1,y
SUP-0458,Life Ortho LLC #458,"60684, 60786, 60798","cpm machine, commode, knee scooter, blood pressure monitor, nebulizer, compression stockings, hospital bed, walker, shower chair, back brace, tens unit, wheelchair, rollator, cane, crutches",5.5,n
SUP-0459,Allied Health Co #459,"2117, 2223, 10002, 10039, 10078, 60802, 77006, 77215, 90116, 90142, 90166, 90295","hospital bed, rollator, ankle brace, oxygen",7.2,n
SUP-0460,Med Therapeutics Group #460,00100-99999,"nebulizer, cane, rollator, patient lift, heating pad, glucose meter, crutches, hospital bed, back brace, traction device, knee scooter, wheelchair, commode, cpm machine, shower chair, oxygen, cpap, compression stockings, blood pressure monitor, ice machine, cervical collar, tens unit, ankle brace, walker",5.3,y
SUP-0461,Regional Rehab LLC #461,60850-60870,"wheelchair, compression stockings, cervical collar, back brace, walker, ankle brace, cpap, nebulizer, hospital bed",no ratings yet,n
SUP-0462,National Wellness Express #462,"2109-2121, 10115, 60694, 90281",cane,6.0,n
SUP-0463,Vital Equipment Source #463,10019-10047,"nebulizer, shower chair",no ratings yet,n
SUP-0464,Home Medical Inc #464,60650-60718,"blood pressure monitor, cane, walker, nebulizer, shower chair, cpap, wheelchair, compression stockings, ice machine, commode",5.5,n
SUP-0465,Regional Services LLC #465,"90280-90298, 77138, 10094, 90019",blood pressure monitor,no ratings yet,y
SUP-0466,Central Equipment Source #466,"2102, 2395, 10084, 10274, 77200",tens unit,7.0,n
SUP-0467,Care Medical Inc #467,"90146-90182, 90222, 10260, 77124, 10294","knee scooter, ice machine, cpap, commode, shower chair, back brace, tens unit, nebulizer, blood pressure monitor, glucose meter",6.7,y
SUP-0468,Central Medical Express #468,"2289, 10196, 60744, 90072","oxygen, cpap, knee scooter, tens unit, compression stockings, cpm machine, back brace, shower chair, cane, hospital bed",no ratings yet,n
SUP-0469,FirstChoice Wellness Inc #469,"10111, 60748, 90125","cpm machine, glucose meter, shower chair, knee scooter, back brace",no ratings yet,y
SUP-0470,Vital Equipment Inc #470,2364-2388,cpap,5.9,y
SUP-0471,Pacific Supply Center #471,"10201, 60772, 60847, 77111, 77153, 77187",rollator,6.3,n
SUP-0472,Home Supply Hub #472,2292-2319,"tens unit, heating pad, cpm machine",8.6,y
SUP-0473,Home Health Network #473,2188-2241,"shower chair, commode, tens unit, rollator",8.7,n
SUP-0474,Med Mobility Network #474,77243-77312,"wheelchair, cpap, glucose meter, ice machine, rollator",10.0,n
SUP-0475,Care Mobility Co #475,00100-99999,"ice machine, oxygen",5.4,n
SUP-0476,DME Wellness Plus #476,"10026, 10033, 10186, 10272, 60608, 60737, 60835, 77148, 77191, 90131, 90224","commode, walker, knee scooter, rollator",8.6,n
SUP-0477,Regional Equipment Center #477,"2101-2151, 60791","oxygen, back brace, crutches, ice machine, cpm machine, patient lift, compression stockings, blood pressure monitor",7.3,y
SUP-0478,Health Therapeutics Depot #478,"10228, 60751, 60787","heating pad, commode",6.5,n
SUP-0479,Home Services Group #479,2398-2497,"glucose meter, heating pad, cpm machine",5.2,n
SUP-0480,Health Health Partners #480,"2129, 2166, 2230, 2282, 2293, 2295, 10252, 60601, 90194, 90258","compression stockings, knee scooter, blood pressure monitor, traction device, hospital bed, commode",7.7,y
SUP-0481,Home Wellness Inc #481,"90012-90040, 90202, 2312, 10271, 2174","wheelchair, tens unit, ankle brace, crutches, compression stockings",no ratings yet,n
SUP-0482,Metro Prosthetics Express #482,2397-2450,"nebulizer, rollator, traction device, oxygen, patient lift, knee scooter, walker, crutches",6.8,n
SUP-0483,National Equipment Center #483,"2137, 10097, 60726, 60764, 77005, 77031, 77042, 77284, 77292, 90071","commode, wheelchair, traction device, cervical collar, walker, cpap, cane, back brace",5.6,y
SUP-0484,Prime Therapeutics Source #484,00100-99999,"cervical collar, heating pad, knee scooter, patient lift",6.3,n
SUP-0485,DME Rehab Co #485,"2142, 2243, 2322, 10009, 10298, 60658, 60681, 77021, 90130, 90249","rollator, traction device, cervical collar, wheelchair",4.9,n
SUP-0486,Health Equipment Depot #486,60613-60674,"knee scooter, heating pad, blood pressure monitor, glucose meter, back brace, compression stockings, oxygen",7.8,n
SUP-0487,Allied Supply Co #487,"2208, 2252, 10179, 60653, 60810, 77100, 90040, 90044, 90180, 90191","traction device, heating pad",6.7,y
SUP-0488,Care Solutions Partners #488,"2110, 2113, 2352, 10180, 60854, 60871, 77037, 77143, 77293, 90295","cervical collar, rollator, shower chair, blood pressure monitor, wheelchair, compression stockings, crutches, nebulizer, glucose meter",no ratings yet,n
SUP-0489,Regional Health Co #489,"2150, 2342, 2367, 10281, 60851, 77060, 90259",hospital bed,5.5,n
SUP-0490,National Prosthetics Hub #490,"2153, 2171, 10006, 10055, 10255, 60617, 77017, 77161, 77239, 90108, 90116","ice machine, commode, nebulizer, tens unit, cpap, ankle brace, cane, cpm machine",9.0,y
SUP-0491,FirstChoice Devices Direct #491,"2162-2195, 2382, 10036, 77233, 77035, 2395",glucose meter,6.6,n
SUP-0492,Atlantic Equipment Co #492,"2256, 2288, 10100, 10158, 60732, 77295, 77299, 90108, 90113",tens unit,9.1,n
SUP-0493,Pacific Prosthetics Network #493,60739-60836,"cane, patient lift, rollator, heating pad, cervical collar, ankle brace, shower chair, oxygen",8.4,n
SUP-0494,Central Services Inc #494,"2234, 2348, 77087, 77154, 90061","patient lift, walker, wheelchair, cane, ice machine, knee scooter, blood pressure monitor, tens unit, cervical collar, rollator",no ratings yet,y
SUP-0495,Atlantic Equipment Network #495,"2275, 10059, 10243, 10264, 10292, 60626, 60703, 77054, 77157, 90214, 90226, 90258","compression stockings, cervical collar, blood pressure monitor",7.1,y
SUP-0496,FirstChoice Ortho Direct #496,00100-99999,traction device,6.3,y
SUP-0497,DME Rehab Corp #497,00100-99999,"cane, shower chair",7.8,y
SUP-0498,Med Equipment Network #498,60897-60951,"oxygen, rollator, blood pressure monitor",no ratings yet,n
SUP-0499,Care Therapeutics Group #499,60688-60766,wheelchair,no ratings yet,y
SUP-0500,QuickMed Prosthetics Source #500,90095-90161,"commode, heating pad, hospital bed, ice machine, compression stockings, oxygen",6.4,y
SUP-0501,Pacific Health Plus #501,"2219, 2345, 60742, 77292, 90248","glucose meter, nebulizer, cane, hospital bed, crutches, knee scooter",5.4,n
SUP-0502,Vital Mobility Corp #502,"2197-2211, 90195, 60755, 77069, 10027","traction device, cane, hospital bed, knee scooter, oxygen, blood pressure monitor, walker, cervical collar, wheelchair, compression stockings, heating pad, crutches, back brace, rollator, ice machine, commode, patient lift, glucose meter",10.0,n
SUP-0503,Regional Health Group #503,2243-2327,"heating pad, nebulizer, traction device, shower chair, hospital bed",6.2,n
SUP-0504,DME Solutions Plus #504,77016-77038,"nebulizer, traction device, ankle brace, commode, hospital bed, glucose meter",6.9,n
SUP-0505,DME Ortho LLC #505,90253-90322,"nebulizer, oxygen, cpm machine, patient lift, glucose meter",6.7,n
SUP-0506,Central Rehab LLC #506,"2110, 2145, 2344, 10068, 10074, 60773, 77064, 90155","walker, commode, nebulizer, ice machine, cervical collar, crutches, hospital bed, traction device",6.9,n
SUP-0507,FirstChoice Products Express #507,90241-90311,"oxygen, back brace, hospital bed",5.8,n
SUP-0508,National Services Co #508,00100-99999,heating pad,6.2,n
SUP-0509,Care Ortho Depot #509,"60709, 60734, 60846, 60879","cpap, tens unit, crutches",7.5,y
SUP-0510,Pacific Equipment Co #510,10236-10330,"oxygen, ice machine, cpm machine, ankle brace, nebulizer, rollator, tens unit, glucose meter, hospital bed, crutches",6.7,n
SUP-0511,FirstChoice Health Source #511,60855-60929,"commode, shower chair, crutches, heating pad, ice machine, compression stockings, nebulizer, blood pressure monitor",5.8,y
SUP-0512,Elite Mobility Center #512,"2177, 2291, 2364, 2388, 10138, 10189, 10195, 60692, 60714, 60877, 77131, 77261, 90017, 90274","oxygen, crutches, ice machine, patient lift, glucose meter, compression stockings, traction device, hospital bed",6.7,n
SUP-0513,Vital Equipment Co #513,90096-90179,"cpm machine, tens unit, patient lift, shower chair, ice machine",6.9,y
SUP-0514,ProCare Equipment Group #514,"10132, 60617, 60655, 60843, 60847, 60894, 77030, 77118, 77227, 77248, 77289, 90103, 90128","hospital bed, cpap, cane, cervical collar, compression stockings, ankle brace, walker",6.5,y
SUP-0515,FirstChoice Therapeutics Direct #515,"77028, 77115, 77260",cpm machine,6.7,n
SUP-0516,Health Homecare Plus #516,10043-10093,"ice machine, heating pad, traction device, blood pressure monitor, hospital bed, cervical collar",8.9,n
SUP-0517,QuickMed Rehab LLC #517,90269-90311,"cpap, shower chair",no ratings yet,n
SUP-0518,Pacific Prosthetics Hub #518,77217-77254,commode,6.8,n
SUP-0519,Health Wellness Express #519,"2176, 2321, 60651, 60870","cervical collar, heating pad, nebulizer, walker, crutches, ankle brace, back brace, patient lift",8.5,n
SUP-0520,Metro Solutions Express #520,"2110, 2299, 10017, 10185, 10250, 60619, 60746, 60798, 60807, 77186, 77225, 90208, 90239","cpap, crutches, compression stockings, commode, knee scooter, glucose meter, ice machine, back brace, cpm machine, patient lift, oxygen, hospital bed, wheelchair, heating pad, traction device, tens unit, walker, rollator, ankle brace, shower chair, blood pressure monitor, cane, nebulizer",4.8,n
SUP-0521,ProCare Homecare Co #521,77228-77320,hospital bed,5.4,y
SUP-0522,Elite Health LLC #522,"2128, 2183, 10267, 10274, 60657, 60843, 77235, 90021, 90134, 90209, 90266",rollator,7.3,n
SUP-0523,Life Mobility Direct #523,"90115-90126, 2347","blood pressure monitor, knee scooter, compression stockings, cpm machine, commode, back brace, hospital bed",6.0,n
SUP-0524,Home Health Partners #524,"2133, 2216, 2280, 10029, 10241, 10243, 60894, 77118, 77161, 90184, 90266, 90276",cpm machine,6.2,n
SUP-0525,Sunrise Supply Network #525,"2127, 10059, 10299, 60760, 60839, 60859, 77071, 77089, 77184, 77210, 77238, 77296, 90070","blood pressure monitor, ankle brace, nebulizer, cervical collar, glucose meter",7.0,y
SUP-0526,Prime Homecare Direct #526,90132-90151,back brace,no ratings yet,n
SUP-0527,FirstChoice Rehab Partners #527,"90024-90034, 2237, 90074, 60783","traction device, heating pad, cervical collar, patient lift, back brace",6.9,n
SUP-0528,ProCare Equipment LLC #528,"2226, 10091, 10240, 10262, 10291, 60644, 60741, 60883, 60889, 77235, 77277","shower chair, cpm machine, oxygen, glucose meter",8.8,y
SUP-0529,FirstChoice Ortho Inc #529,2128-2162,cpap,6.1,n
SUP-0530,DME Rehab Plus #530,00100-99999,"knee scooter, nebulizer, cane, wheelchair, cervical collar",no ratings yet,y
SUP-0531,National Equipment Network #531,"2281, 2357, 2372, 2399, 10009, 60855, 77071, 77136, 77260, 90004, 90163","nebulizer, traction device, cane, glucose meter, ankle brace, crutches, walker, hospital bed, heating pad, rollator, back brace, commode, blood pressure monitor, shower chair",no ratings yet,n
SUP-0532,FirstChoice Wellness Depot #532,"90003-90034, 90148","glucose meter, rollator, cervical collar, compression stockings, back brace, crutches, wheelchair, shower chair, blood pressure monitor",7.2,n
SUP-0533,Med Mobility Corp #533,"2209, 10043, 10183, 10247, 60614, 60798, 60819, 60827, 60888, 77017, 77035, 77128, 77285, 90130, 90144","traction device, shower chair, cervical collar, heating pad, cane, tens unit, oxygen, compression stockings",8.3,n
SUP-0534,Central Health Center #534,"2255, 10083, 10191, 60875, 60892, 77083, 90062, 90096","traction device, cpap, tens unit, walker, cervical collar",5.9,n
SUP-0535,QuickMed Health Corp #535,10245-10293,cervical collar,6.6,n
SUP-0536,Elite Medical Express #536,"2249, 2255, 10221","knee scooter, traction device",8.1,n
SUP-0537,Atlantic Solutions Hub #537,"2151, 10034, 10093, 10171, 10234, 60807, 60855, 77069, 77075, 90159, 90247","traction device, knee scooter, shower chair, cpm machine, glucose meter",7.7,y
SUP-0538,Sunrise Solutions Network #538,2374-2386,cane,no ratings yet,n
SUP-0539,ProCare Homecare Direct #539,"90250-90279, 90068, 60741, 90219, 90184, 90218","blood pressure monitor, cervical collar, walker, ankle brace, compression stockings, cane, tens unit, shower chair",6.3,y
SUP-0540,Home Products Group #540,"2153, 2174, 2307, 10045, 10177, 10239, 60619, 60867, 77005, 77014, 77042, 77092, 90243","nebulizer, ankle brace, knee scooter, rollator, cpap",4.4,y
SUP-0541,Care Health Depot #541,2313-2386,"wheelchair, patient lift, crutches, back brace, nebulizer, hospital bed, shower chair, oxygen, walker, cane",5.8,n
SUP-0542,Central Devices Partners #542,60814-60884,shower chair,5.7,y
SUP-0543,National Homecare Group #543,2219-2293,"shower chair, walker, traction device, knee scooter",no ratings yet,y
SUP-0544,Regional Mobility Network #544,"60842-60862, 77126, 77280, 90219, 10177, 90171","compression stockings, commode, shower chair",8.9,n
SUP-0545,FirstChoice Solutions Group #545,"10038, 60737, 77236","commode, oxygen, back brace",6.6,y
SUP-0546,Vital Supply Plus #546,"2259, 2344, 10096, 60730, 77011, 77249, 90042, 90218","knee scooter, wheelchair, cane, traction device, shower chair, tens unit",7.6,y
SUP-0547,DME Equipment Depot #547,"2108, 60601, 60743, 77023, 90255, 90296","wheelchair, cane, cervical collar, tens unit, heating pad, glucose meter, traction device, walker, compression stockings",4.8,y
SUP-0548,FirstChoice Services Corp #548,10137-10194,"heating pad, tens unit, traction device, cpap, cervical collar, oxygen, ice machine, walker, shower chair",8.3,n
SUP-0549,Central Rehab Plus #549,"90186-90197, 10299, 10021, 90274, 2263","glucose meter, wheelchair, hospital bed, commode, ice machine, back brace, traction device, rollator, cervical collar, knee scooter, crutches, ankle brace",9.7,n
SUP-0550,National Mobility Direct #550,"90156-90186, 10017, 77274, 2284","walker, hospital bed, knee scooter, tens unit, compression stockings, patient lift, traction device",6.7,n
SUP-0551,Regional Ortho Group #551,"10019-10063, 60801, 90290, 90277","oxygen, patient lift, crutches, compression stockings, blood pressure monitor, wheelchair, walker",5.8,y
SUP-0552,Vital Devices Corp #552,"2238, 2243, 10098, 10123, 10227, 10254, 10256, 60625, 60728, 60766, 60868, 77233, 90089, 90138, 90292","knee scooter, glucose meter",8.8,n
SUP-0553,Elite Devices Source #553,"90120-90152, 77284, 90170, 90269","walker, hospital bed, oxygen",8.4,y
SUP-0554,Atlantic Wellness LLC #554,"2117, 2179, 10128, 10168, 10189, 10267, 60846, 60873, 77141",traction device,8.1,n
SUP-0555,QuickMed Ortho Direct #555,"90256-90306, 2105, 90216, 2206, 60856","oxygen, cervical collar, nebulizer, knee scooter, walker, wheelchair, rollator",no ratings yet,y
SUP-0556,FirstChoice Medical Source #556,"2274, 2374, 10083, 10226, 10244, 10248, 60759, 60839, 77015, 77295, 90037",crutches,6.4,n
SUP-0557,Home Ortho Hub #557,"2205, 2325, 10005, 10251, 77076, 77143, 77282","ice machine, nebulizer",8.6,n
SUP-0558,Pacific Ortho Direct #558,90068-90095,"knee scooter, traction device, cervical collar, wheelchair, glucose meter",no ratings yet,n
SUP-0559,Sunrise Mobility Direct #559,"2111, 2311, 10094, 10182, 60697, 77041, 77270, 90127, 90178","tens unit, walker, crutches, patient lift, cane, wheelchair, blood pressure monitor, compression stockings, back brace, traction device",7.0,y
SUP-0560,Vital Equipment Co #560,"2113, 2296, 2390, 10174, 77204, 90250","rollator, back brace, nebulizer, ankle brace, glucose meter, ice machine, commode, wheelchair, tens unit",5.2,y
SUP-0561,Allied Health LLC #561,"90087-90115, 77076, 77225","crutches, ice machine, traction device, commode, back brace, glucose meter, tens unit",no ratings yet,y
SUP-0562,Regional Health Partners #562,"10107, 10248, 60772, 77116, 77192, 77230, 90005, 90027","cane, cpm machine, back brace, glucose meter, knee scooter",7.3,n
SUP-0563,Care Solutions Express #563,"10127-10172, 60626, 2367","tens unit, oxygen",7.1,n
SUP-0564,Atlantic Therapeutics Inc #564,90217-90298,"knee scooter, shower chair",7.0,n
SUP-0565,FirstChoice Solutions Hub #565,"2249, 2297, 2357, 10094, 10144, 60618, 60722, 60781, 77032, 77137, 77278, 90003, 90099",walker,no ratings yet,y
SUP-0566,Vital Solutions Direct #566,"2131, 60654, 60661, 60704, 77205, 77237, 77261, 90105, 90161, 90201, 90254","shower chair, glucose meter, ankle brace, walker, cervical collar",7.0,y
SUP-0567,FirstChoice Medical Co #567,2385-2484,"patient lift, blood pressure monitor, tens unit, traction device, walker, wheelchair, ankle brace, knee scooter, cane",8.1,y
SUP-0568,Life Prosthetics Center #568,10064-10133,"knee scooter, ankle brace, cpap",4.4,n
SUP-0569,Atlantic Supply LLC #569,60714-60753,"back brace, cpm machine, nebulizer, shower chair, compression stockings, ankle brace, tens unit, hospital bed, cane, ice machine, cervical collar, crutches, walker, cpap, blood pressure monitor, heating pad",6.8,n
SUP-0570,Life Health Hub #570,"2371, 10261, 77168, 77233","compression stockings, traction device, ankle brace, patient lift, shower chair, cpm machine, tens unit, knee scooter",no ratings yet,n
